"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"TXNDC11",-0.770441351479839,8.98884988735533,-12.4821654140667,1.02920403430414e-25,7.12139583736145e-24,47.7897783154379,"Not Sig"
"CCT6A",0.974926685524651,7.88016821764606,12.4545619386131,1.23194155395381e-25,8.4832206140771e-24,47.6116258857222,"Not Sig"
"ALDH2",-1.3374441456804,12.447439345726,-12.4455145163924,1.30672359615326e-25,8.95512060655655e-24,47.5532365671176,"Down"
"RAP2A",1.35993803053926,9.3832838404091,12.4412171300862,1.34381700654635e-25,9.16547189750639e-24,47.5255030083749,"Up"
"CMSS1",0.731978396917684,8.93898123154083,12.4280201319021,1.46443774064096e-25,9.91643083500894e-24,47.4403369576234,"Not Sig"
"FANCD2",1.05776866218456,7.60207705411028,12.4276714390441,1.46776746283732e-25,9.91643083500894e-24,47.4380867289419,"Up"
"FAM65C",-0.772428994623986,7.01415301921703,-12.4233829905319,1.50934275213839e-25,1.01494442436048e-23,47.4104121443274,"Not Sig"
"CCDC34",1.28794409134239,8.19942149581714,12.422466368266,1.5183807252246e-25,1.01625080034542e-23,47.4044969600856,"Up"
"H3F3A",0.888281034818164,12.9651346838912,12.4051073435109,1.70013063990773e-25,1.13187003563373e-23,47.2924777954827,"Not Sig"
"ACBD3",0.77517992867889,9.89477207811871,12.4038957257479,1.71359974662508e-25,1.13187003563373e-23,47.2846593318874,"Not Sig"
"SRD5A2",-1.69053275445266,8.28511924815965,-12.4032043767366,1.7213329602807e-25,1.13187003563373e-23,47.2801981291005,"Down"
"NOCT",-1.6401011440014,8.69169200426625,-12.4030791593202,1.72273732994591e-25,1.13187003563373e-23,47.2793901151564,"Down"
"EPHA2",-0.934775338199801,7.47801921765369,-12.3957645403199,1.80679302550677e-25,1.18167563946728e-23,47.2321901994161,"Not Sig"
"RDH5",-1.85693405015882,9.90934212714753,-12.3891499020105,1.88632935630729e-25,1.22808615319951e-23,47.1895079892283,"Down"
"DYNLL1",1.05333987939276,11.136807111488,12.3840212262828,1.95039898418506e-25,1.26405269911686e-23,47.1564148032003,"Up"
"GCKR",-1.38373584491827,8.63188009975192,-12.3815658150648,1.98183856031974e-25,1.27864295943512e-23,47.1405712456601,"Down"
"SQLE",2.19338474915736,10.2461925414453,12.361575756815,2.25738614044128e-25,1.4498897618628e-23,47.0115896312581,"Up"
"RHEB",0.954795488734018,11.2731932598604,12.3548383574544,2.35863336767673e-25,1.5081565055908e-23,46.9681197832003,"Not Sig"
"SFRP1",-0.45004963114968,7.02660059955103,-12.3363067514213,2.66114955834871e-25,1.69235437185556e-23,46.8485582764904,"Not Sig"
"COA6",0.831889355478507,7.64115934786482,12.3357775888564,2.67033504181635e-25,1.69235437185556e-23,46.8451443514703,"Not Sig"
"MEGF10",-0.52090479036293,7.47690675156951,-12.32200179382,2.92094163685248e-25,1.84302409976379e-23,46.7562710722432,"Not Sig"
"SNORA22",-1.80726218995892,8.51096110855685,-12.311445472648,3.12877563846939e-25,1.96550234516654e-23,46.6881707374801,"Down"
"BMPER",-0.642653509367126,6.72998939421846,-12.3106383320341,3.14526210417646e-25,1.96723096585674e-23,46.6829638600054,"Not Sig"
"LAGE3",1.14032510916384,10.1816328060686,12.3095862670963,3.16688175685747e-25,1.9721411914552e-23,46.6761769935602,"Up"
"CCT3",1.11893254931807,10.5382377273315,12.299090003885,3.39087990759639e-25,2.10249233404775e-23,46.6084670125738,"Up"
"PRR5",-0.8866528403394,8.72568008787655,-12.2794165901789,3.85425762576755e-25,2.37950568852882e-23,46.4815633087545,"Not Sig"
"DESI2",0.922190645198274,8.98296602411069,12.274426867962,3.98152137248055e-25,2.44752491922914e-23,46.4493784677684,"Not Sig"
"IFT122",-0.833190273122919,8.17956794753517,-12.2694821702443,4.11177955896183e-25,2.51679566765001e-23,46.4174846350216,"Not Sig"
"INPP5B",-0.676140692235013,7.5544611540783,-12.2671970255033,4.17340780537021e-25,2.54364765941776e-23,46.4027454053223,"Not Sig"
"PYROXD2",-1.74597706491359,8.15876918592764,-12.2596397367871,4.38387219372411e-25,2.66060175553858e-23,46.3540016491292,"Down"
"DCN",-3.45060689523417,10.2651938753316,-12.2567326596655,4.46762842118617e-25,2.69999332812867e-23,46.3352516670282,"Down"
"TBC1D31",0.917214551156882,7.92200448478113,12.2454474263391,4.80820439536371e-25,2.89360972919304e-23,46.2624664930441,"Not Sig"
"ST3GAL6",-1.41837965439628,9.18949313251944,-12.2434326345266,4.87168336679543e-25,2.91954480596699e-23,46.2494722413121,"Down"
"TKFC",-1.69418426325693,9.00611262734784,-12.2389114468465,5.01719535292528e-25,2.99422037666453e-23,46.2203135499133,"Down"
"HJURP",0.994136774371384,7.52394769156339,12.2324328024836,5.23331140701925e-25,3.11023731463638e-23,46.1785314629205,"Not Sig"
"CENPF",1.07533579008925,7.74211631772081,12.2252252464713,5.48469294206184e-25,3.24616764500627e-23,46.1320497569146,"Up"
"SHPK",-0.970965774006135,9.68919979447192,-12.2204102354999,5.65931723887654e-25,3.33573665894768e-23,46.1009983917805,"Not Sig"
"PJA1",0.619003230801314,7.36287660516424,12.2134006907208,5.92351000080823e-25,3.47714892383509e-23,46.0557958689394,"Not Sig"
"CCL14",-1.64458019360995,9.74503656557146,-12.2116447476251,5.99160080817023e-25,3.50276319899682e-23,46.0444725064572,"Down"
"GFOD2",-0.988717565478966,8.76627647120119,-12.2099034168808,6.05989746935633e-25,3.5282890834793e-23,46.0332434549409,"Not Sig"
"ANLN",0.993166707996967,7.40418249709022,12.1883603527042,6.97205218567787e-25,4.04294345973539e-23,45.8943288519328,"Not Sig"
"MT1G",-4.04121777976315,12.0269564757232,-12.183038269026,7.21778044876366e-25,4.16350589041584e-23,45.860012820272,"Down"
"JDP2",-0.480442632057613,7.60066025196169,-12.182020223353,7.26576203013912e-25,4.16350589041584e-23,45.8534486986914,"Not Sig"
"RBBP5",0.84282631938149,7.74684958939472,12.1819904937182,7.26716799974837e-25,4.16350589041584e-23,45.8532570093651,"Not Sig"
"PIAS3",0.549290864344901,7.11441168234637,12.1755983412095,7.57586669616379e-25,4.32307325454796e-23,45.8120425739129,"Not Sig"
"ACSM3",-1.67935524897464,9.48612321440086,-12.1741942846393,7.64540969866266e-25,4.3454445680137e-23,45.8029898482656,"Down"
"FAHD2B",-0.924469941398222,9.74944139364628,-12.1660733738268,8.06033958128706e-25,4.56317169259978e-23,45.7506309761318,"Not Sig"
"KIFC1",1.34871780208715,7.87222596888661,12.1577228365958,8.51048133104031e-25,4.79904031907442e-23,45.6967936010783,"Up"
"NUSAP1",1.62791999584639,9.01204434164506,12.1492241283667,8.99441321809141e-25,5.0520384518715e-23,45.6420030448359,"Up"
"RORA",-1.18853990570687,8.15435634683664,-12.1464342967586,9.15919194397834e-25,5.12449633646882e-23,45.6240176699115,"Down"
"ITGB1BP1",0.951169519680397,9.37601016951808,12.1372659019189,9.72226022601558e-25,5.41836316020316e-23,45.5649128727867,"Not Sig"
"HADHA",-0.751453090498897,9.57912164689657,-12.1334310552348,9.96791436417033e-25,5.53373788519425e-23,45.5401919782024,"Not Sig"
"PDE2A",-0.692897055839206,7.13075821928771,-12.1307471644171,1.01435205417289e-24,5.60948435209201e-23,45.5228908538601,"Not Sig"
"VPS45",0.828504897345252,8.56871077584953,12.1239655452515,1.060113866433e-24,5.8400041957384e-23,45.4791755910072,"Not Sig"
"IGF1",-2.09077085988664,8.65138036492614,-12.1064587901384,1.18801310471193e-24,6.51950639800346e-23,45.3663312209018,"Down"
"CYP2B6",-1.25900773971054,7.56488134633638,-12.1017061677894,1.22532138414315e-24,6.69857945995509e-23,45.3356986198952,"Down"
"FBXL18",1.25561654160157,8.28478827586937,12.0940731802811,1.28770626175752e-24,6.99561408412852e-23,45.2865023978757,"Up"
"SLC29A1",-0.469193072178529,7.36045780462678,-12.0938682654309,1.2894240858828e-24,6.99561408412852e-23,45.2851817041254,"Not Sig"
"CCL23",-0.84391992044406,7.15111314127546,-12.0764299550511,1.44432303576409e-24,7.80642975141474e-23,45.1727953203253,"Not Sig"
"TSC22D4",-0.829439302045662,8.1619936797886,-12.0648260755886,1.55756651811786e-24,8.3868515936098e-23,45.0980162392746,"Not Sig"
"TRIP13",1.13763331958054,7.72827312609268,12.0471701397628,1.7471214254435e-24,9.37229220098399e-23,44.9842445238399,"Up"
"NHP2",1.16557858976085,10.226344331292,12.0357452717205,1.8818935030933e-24,1.00575972555244e-22,44.9106304287557,"Up"
"TMEM82",-1.35553020216865,8.10284281445739,-12.0302676763968,1.95014549634106e-24,1.03836185665773e-22,44.87533814338,"Down"
"METTL13",0.78034497479372,8.14594433282723,12.0122239560541,2.19295699450964e-24,1.16332307527265e-22,44.7590895449472,"Not Sig"
"LOC401463",-0.709290390293902,7.24375786614816,-12.0111211407071,2.20874092827557e-24,1.16737255777457e-22,44.751984918805,"Not Sig"
"UFC1",0.961890690526323,10.5366424040441,11.9924026265336,2.49464320928247e-24,1.31363142229973e-22,44.6314021178041,"Not Sig"
"HOGA1",-1.60153263373722,8.97070617833964,-11.9882668543137,2.56264073283089e-24,1.34449462330904e-22,44.6047616321349,"Down"
"TOMM40L",1.15835198684612,8.79033295005203,11.9779580503992,2.7403013150392e-24,1.43245750858783e-22,44.5383604896226,"Up"
"RPS5",1.06662368033224,12.808338937568,11.9760365504171,2.77475205714886e-24,1.44519177143793e-22,44.5259841535533,"Up"
"PSMD4",1.02815004881541,11.3104542509417,11.9708505520033,2.86990773880016e-24,1.48933654140705e-22,44.4925819609194,"Up"
"SERTAD1",-1.33496076294006,9.53139964450848,-11.9677885279157,2.9276152915411e-24,1.51379905490047e-22,44.4728604320706,"Down"
"ACTL6A",0.83309378400199,8.69559848861067,11.9587267720547,3.10527695831789e-24,1.59988783719378e-22,44.414498641409,"Not Sig"
"ACAD11",-1.36684336391203,10.761312286203,-11.9574972920987,3.13019750983202e-24,1.6069469151729e-22,44.4065804812772,"Down"
"SF3B4",0.957852556427039,10.9024123102036,11.9565048916865,3.1504583168076e-24,1.61157194541554e-22,44.400189215885,"Not Sig"
"FOSB",-2.62009511380645,9.4130740615155,-11.9387102877429,3.5368229449212e-24,1.80277277722798e-22,44.2855948106351,"Down"
"PLAC8",-1.35599046867822,7.4564314829653,-11.932806998832,3.67518307806052e-24,1.86665415698797e-22,44.247581342965,"Down"
"OIP5",1.29185829062707,7.99034536135551,11.927922582491,3.79374220144212e-24,1.92006252831292e-22,44.2161298291204,"Up"
"DAP3",0.889470276625929,10.354264169039,11.92252274803,3.92926426350247e-24,1.98164971993472e-22,44.181360577638,"Not Sig"
"RPLP0",1.62013168496747,12.9454044662098,11.9189980733521,4.0203228850459e-24,2.0204591116671e-22,44.1586660195263,"Up"
"ZGPAT",-1.79129852074469,8.61656687651177,-11.9129286822902,4.18209168510338e-24,2.09440906313761e-22,44.1195878137181,"Down"
"SPATS2",0.686085061861441,7.92448315411738,11.908759783014,4.29695812497658e-24,2.14443662801532e-22,44.0927469346202,"Not Sig"
"KLHL36",-0.767841802442689,8.65127861754752,-11.9079841039341,4.31867579254615e-24,2.14779143668884e-22,44.0877529115682,"Not Sig"
"ASS1",-1.60225234729501,13.1642994397474,-11.9040010468288,4.43193388361758e-24,2.19649096937905e-22,44.0621093488714,"Down"
"KLRF1",-0.678011728977247,7.29101904661049,-11.8905209509203,4.83771767050938e-24,2.38933207567951e-22,43.9753272224871,"Not Sig"
"TTK",1.03390892089397,7.74843211920765,11.8853609034342,5.00269250131837e-24,2.46232181087227e-22,43.9421099023537,"Up"
"BMX",-0.611040719502495,7.745247542308,-11.882558068471,5.09464709505602e-24,2.49899418981121e-22,43.9240673887052,"Not Sig"
"CRNKL1",0.548595956491125,7.13589824516619,11.8699530543933,5.52951326384928e-24,2.70304499925301e-22,43.8429300685134,"Not Sig"
"SP3",0.804093903501053,8.82193495446383,11.8367537422961,6.86065746359129e-24,3.34235363438837e-22,43.6292622109932,"Not Sig"
"NAXE",1.00247662406728,11.1511211117428,11.8337521117445,6.99575334501124e-24,3.39661610713885e-22,43.6099463872666,"Up"
"TMEM199",0.598248192890384,7.99380315693441,11.8331563148442,7.02288312643559e-24,3.39826875067354e-22,43.6061124166172,"Not Sig"
"HAX1",0.903352325312976,8.03022971678595,11.8279206577598,7.2658560240583e-24,3.50400187988509e-22,43.572421496479,"Not Sig"
"SNX12",0.455693186571294,6.94443881229452,11.8243765756132,7.43507599995259e-24,3.5735769646752e-22,43.5496163922198,"Not Sig"
"PSMD2",0.736014867419318,9.82672841037458,11.8237245710047,7.46663347932701e-24,3.57674218476257e-22,43.5454210004356,"Not Sig"
"PPIAL4A",1.19933055671414,10.729032434055,11.8231329617344,7.49538355611095e-24,3.57854595580591e-22,43.5416142454855,"Up"
"LANCL1",0.928002788991972,9.57389873974997,11.8225699548241,7.52284635349625e-24,3.57972519339292e-22,43.5379915493827,"Not Sig"
"FAM20B",0.797191268672005,10.1696223171764,11.8100923563263,8.15796671581785e-24,3.86909130035295e-22,43.4577075367703,"Not Sig"
"DLGAP5",1.07243580927965,7.55407488055778,11.8093575045073,8.19699897357097e-24,3.87477281513059e-22,43.4529795380096,"Up"
"MPDU1",-0.894685561036777,9.32182945365548,-11.8087406231409,8.22990913627509e-24,3.87753251838382e-22,43.4490105743137,"Not Sig"
"TACSTD2",-2.23135212472306,8.01422573292662,-11.8006840579322,8.67203721216747e-24,4.07244554065163e-22,43.3971769185016,"Down"
"KPNA2",1.06314328118448,7.65931952528829,11.793349326867,9.09515264744025e-24,4.25718533886558e-22,43.3499899686584,"Up"
"LOC146880",0.976924084352425,7.91638878810438,11.7834014646473,9.70215006042569e-24,4.52651124806114e-22,43.2859958523319,"Not Sig"
"CEP68",0.411777773675365,6.82076079287654,11.7684836888996,1.06890732678367e-23,4.97076611737745e-22,43.1900393424253,"Not Sig"
"NUP155",0.759005545542529,8.42228124929616,11.7653869418145,1.09061923332101e-23,5.05532015496986e-22,43.1701212886212,"Not Sig"
"IFT52",0.571106934771643,7.29412345610645,11.7624169210118,1.1118563832417e-23,5.13713515392607e-22,43.1510187649454,"Not Sig"
"LTBP4",-1.09876266614281,7.98507764448488,-11.7315552374993,1.35852948055621e-23,6.25666165595067e-22,42.9525487515253,"Down"
"FMO2",-0.603210035940505,7.39755294624359,-11.7306640881264,1.36641161717671e-23,6.27279281821218e-22,42.9468185139825,"Not Sig"
"ASXL2",0.741903914223782,9.00731518673982,11.7260668287774,1.40780549379444e-23,6.43110795899722e-22,42.9172580109478,"Not Sig"
"DAD1",1.03219012875258,12.1860292874591,11.7258402444944,1.4098777484641e-23,6.43110795899722e-22,42.9158010953142,"Up"
"RAMP3",-1.0873997479979,8.05059638047676,-11.7193767468086,1.47029103534907e-23,6.68538999977926e-22,42.8742425045461,"Down"
"NR1I2",-1.34715819391936,8.83404084324336,-11.7155299933357,1.50746640654134e-23,6.83273460154798e-22,42.8495098958401,"Down"
"GHR",-2.28838906927794,10.8311841413646,-11.7084173464011,1.57869416473293e-23,7.12177764807829e-22,42.8037812901719,"Down"
"NIPAL1",-1.3100007818043,8.12285614623708,-11.7081748633379,1.58118082251546e-23,7.12177764807829e-22,42.8022223644964,"Down"
"PLA2G16",-1.51781041760262,8.80028982180061,-11.7041541788168,1.62298778597674e-23,7.28716428167549e-22,42.7763737895924,"Down"
"CDK1",1.31616841764121,7.97468170433212,11.6993854533633,1.67400650084581e-23,7.49274847237954e-22,42.7457172143745,"Up"
"PBK",1.40096557787699,7.67799884365275,11.6984496137668,1.68420514733508e-23,7.51491287391913e-22,42.739701145808,"Up"
"GPSM2",0.845998267767182,7.16814613615295,11.696806888003,1.70225765148846e-23,7.56574839425517e-22,42.7291409512912,"Not Sig"
"EXO1",0.952935277340555,7.35294566009421,11.6963677945462,1.70711565720104e-23,7.56574839425517e-22,42.7263182808914,"Not Sig"
"HDAC6",-1.08193549417931,9.70358356145282,-11.6959775472303,1.71144486472015e-23,7.56574839425517e-22,42.7238096216444,"Down"
"CDA",-1.37451059862481,8.27795398885031,-11.6858129951919,1.82815070011981e-23,8.05680076240495e-22,42.6584707805927,"Down"
"CBX3",-1.1416728393156,8.53843951103649,-11.6846246638905,1.84230357461099e-23,8.09426812857461e-22,42.6508324109442,"Down"
"TM6SF2",-1.60070285460047,8.62987458375696,-11.6773262462095,1.93165891575357e-23,8.46090233955303e-22,42.6039211864129,"Down"
"OTUD6B",0.997895702776892,8.18702871135712,11.6597823793225,2.16456125710003e-23,9.4521374650743e-22,42.4911679901326,"Not Sig"
"SPG7",-1.00979343702717,10.2925293890468,-11.6551307907271,2.23088480255123e-23,9.71214681669949e-22,42.4612753222003,"Down"
"UQCRBP1",0.910846971349837,12.6525168053929,11.6515805361125,2.28286770584434e-23,9.90833762145712e-22,42.4384609817458,"Not Sig"
"TRIM37",0.649372385542269,7.36125500411625,11.6496105389573,2.31223255290969e-23,1.00054703490409e-21,42.4258018502028,"Not Sig"
"DUSP12",0.82846144028519,9.22392047869473,11.6334326403754,2.56809997214217e-23,1.10303761149627e-21,42.3218512564352,"Not Sig"
"RPL30",1.08801177168508,13.7782458840916,11.6333742003186,2.56907372478312e-23,1.10303761149627e-21,42.3214757776573,"Up"
"PAFAH2",-0.821862030748084,8.6022883945776,-11.6331874131867,2.5721885236316e-23,1.10303761149627e-21,42.320275667081,"Not Sig"
"PARP1",0.864971016222146,11.0918779502669,11.6269628763955,2.67817229391105e-23,1.14505856016979e-21,42.2802840122055,"Not Sig"
"NDC80",0.831668799569886,7.52454585757646,11.617988472086,2.83870057292109e-23,1.21008060434371e-21,42.2226286838833,"Not Sig"
"KMO",-1.86732381262733,8.88778763564558,-11.6168151718992,2.86038610067419e-23,1.21570653174945e-21,42.2150912447399,"Down"
"ZNF77",0.421578040412481,7.0038494260556,11.6159105475429,2.87721871923631e-23,1.21924271347993e-21,42.209279868107,"Not Sig"
"PRSS55",-0.798332201049664,7.9046854949711,-11.6126904594643,2.93794273163371e-23,1.23769873478841e-21,42.188594146394,"Not Sig"
"KLHL38",-0.617930061986752,8.01155687893544,-11.6126845853647,2.93805466611785e-23,1.23769873478841e-21,42.1885564119366,"Not Sig"
"GPBAR1",-0.834864869427531,7.37891136471116,-11.6089236103777,3.01060380435221e-23,1.26454188532952e-21,42.1643967928646,"Not Sig"
"ADNP",0.758626138942519,8.60123388329275,11.6036394885056,3.1155671423496e-23,1.30480316315419e-21,42.1304541849528,"Not Sig"
"KDSR",-0.761285411153422,7.98262506312804,-11.5997320903346,3.19552678268062e-23,1.33438863289605e-21,42.1053559924968,"Not Sig"
"METTL6",0.419437615422093,6.82953912057549,11.5875470849525,3.45827669674461e-23,1.43990980021724e-21,42.0270942571088,"Not Sig"
"THUMPD3",0.463714773863889,7.23255952318562,11.5843612274461,3.53046298269961e-23,1.46570496525236e-21,42.0066335667895,"Not Sig"
"PIPSL",1.26434375436294,8.72160953385922,11.5831881442196,3.55742052499352e-23,1.47262815547636e-21,41.999099763744,"Up"
"EPRS",0.85243298832575,10.6291282017586,11.5734907013867,3.78828921723459e-23,1.56367914865853e-21,41.9368236672777,"Not Sig"
"FREM2",-0.693228871175287,7.04218854281968,-11.5723577336542,3.81622005779328e-23,1.57068160597049e-21,41.9295482080108,"Not Sig"
"TCEB1",1.03219108415512,11.3218557784456,11.5699117579422,3.87722351331188e-23,1.59121697367238e-21,41.9138413994088,"Up"
"SAP30L",0.719362560740882,9.91027209377076,11.5681286267897,3.92230827705596e-23,1.60512061292207e-21,41.9023912608707,"Not Sig"
"SARDH",-0.802866658795115,7.96078459533881,-11.5630546033574,4.0534851635671e-23,1.65407601133252e-21,41.8698101165756,"Not Sig"
"COMT",-1.37480040639177,11.2456549483317,-11.5455018264188,4.54199774516682e-23,1.8481543665916e-21,41.7571125529882,"Down"
"NME1",1.01387808911867,12.253554471685,11.5408173145073,4.68203312564687e-23,1.8997382566187e-21,41.7270387547884,"Up"
"CD2AP",0.73818224872289,7.76948044240182,11.5347296605889,4.87047465207282e-23,1.97061605767342e-21,41.6879589826647,"Not Sig"
"SNORA62",-0.426744311947276,7.57736450075308,-11.5336903771081,4.90339397599723e-23,1.97834681459742e-21,41.6812875120938,"Not Sig"
